Objective function,Crossover,Selection,Tournament percentage,Seed,Algorithm solution,Algorithm fitness
F52014,arithmetic,roulette,0.1,3638651308,[-18.665694959855273; -58.07338486422413; -6.548291750139455; -16.695643660291452; 51.064290027460025; 18.975667136350722; 29.71203309494716; -66.72425865567278; -62.403970000645835; -30.29097181548731],520.1337800462179
F52014,arithmetic,roulette,0.1,173243768,[7.31012598075163; 20.73750718541319; -30.783573425676423; 2.729522314591918; 7.247495811404256; -4.20380911467296; -34.938155604508054; 2.1609189443686376; 19.345661647682995; 2.1885402874288875],520.2097486228665
F52014,arithmetic,roulette,0.1,2731329999,[25.97409378158853; -24.162002169122374; -22.102045535195415; -97.55087504090312; 26.035137463472505; -55.25577967010076; 4.302911682288886; -6.041185628408853; 33.06913922642183; -18.863177874111727],520.289660554002
F52014,arithmetic,roulette,0.2,3417082409,[-12.933472772152115; -70.21733444054306; 16.00731427587741; -6.678548511990199; 30.86448475698549; 38.38680697760969; 18.858388038722914; -73.02496121276207; -64.85727826042206; -27.719162651971093],511.3299896327269
F52014,arithmetic,roulette,0.2,2539061068,[-10.731588075701437; -66.02694524359502; 14.804290780921704; -6.192260663967672; 34.53461264339042; 29.677659308394894; 18.939251723632204; -74.26197334501867; -65.26562033853014; -28.98945870869928],508.45191549733914
F52014,arithmetic,roulette,0.2,2796173266,[-14.866147305262281; -61.151970413818354; 12.83470525115344; -4.60023624235771; 33.39828890504663; 30.875308135695995; 19.662677621636274; -74.38897367697274; -69.6900280856429; -27.029919743849085],508.2602812784644
F52014,arithmetic,roulette,0.2,869432734,[-16.47909768449823; -63.91558538740348; 13.681496910652573; 1.6376088828407234; 30.989872800597976; 31.176391166548537; 19.95137286432695; -73.99402669741274; -65.60561561370248; -26.49254090307867],510.57393503011264
F52014,arithmetic,roulette,0.2,420783241,[-13.656086028521756; -62.932486174426714; 18.56255034564007; -4.963933952503552; 33.44269520295604; 28.23394137278591; 21.587607563511543; -73.90070237010855; -67.94476123821283; -29.23232814332537],508.0524798066793
F52014,arithmetic,roulette,0.2,10440431,[15.389158189790681; 4.447290956481624; 11.52710135610064; -13.616676934175736; -40.753430616478155; -20.31921571282012; -89.13015249803374; -45.630200922432635; -17.09865248813503; -6.7869111630099],520.1369876042887
F52014,arithmetic,roulette,0.2,3323430214,[-15.862264682522632; -65.4912863933102; 16.14711831291505; 0.8215004479757088; 33.05088067124939; 28.443381290497932; 23.905159480490575; -74.85746340592847; -67.52558767380366; -29.289382188717997],509.59944415582515
F52014,arithmetic,roulette,0.2,3073680739,[-19.38088912731048; -62.28868793485647; 22.33000997993663; 8.612310766924358; 28.5771939414343; 36.07532904851425; 16.686959697979017; -75.24641702533725; -99.59254612874855; -23.19033815013667],519.8071273122363
F52014,arithmetic,roulette,0.2,2152369083,[-11.13604943256063; -61.324430783687916; 16.02418970053357; -5.2343278290686515; 33.933818919295184; 38.52103161648177; 24.546812218895944; -77.3717192164243; -70.61237511465073; -28.63877800632407],510.85672331964054
F52014,arithmetic,roulette,0.2,3239209000,[-21.710960682360653; -63.44559051560272; 9.030276209014772; -5.0605029797141245; 9.231353254834325; 28.43942423210639; 29.785154920065906; -67.34530597521744; -55.915709601159996; -19.948154616526544],519.1892927047234
F52014,arithmetic,roulette,0.3,702019457,[-13.198830601392075; -63.45405954678431; 14.382946495107134; -3.864709556517539; 32.825935664713256; 32.442473781096915; 21.972616083544285; -75.42514923422071; -65.62524863217118; -30.06393325907604],507.19836618969873
F52014,arithmetic,roulette,0.3,3339836956,[-12.102005219329977; -63.018540316723666; 15.294486823535916; -4.829321098906357; 32.59469359266035; 29.45753936753964; 24.710287529848728; -77.01352307170147; -70.63681563683059; -28.209863691290494],508.3470998558058
F52014,arithmetic,roulette,0.3,351831338,[-14.130284882111159; -63.13160941353194; 15.080098167189437; -3.0374970492550677; 29.06213582115599; 31.440777575064708; 19.78543782276558; -73.44248245792615; -71.88948720746842; -27.47681682855526],507.91673595870964
F52014,arithmetic,roulette,0.3,18761966,[-12.207433701358966; -60.33514276636876; 16.503888565105356; -2.438357986037964; 32.800130303176005; 33.79925561406233; 23.619813512639936; -75.5671964557203; -72.54473695169614; -29.047794985822332],509.13939779273556
F52014,arithmetic,roulette,0.3,1364350778,[-10.54210341488147; -65.38601935517801; 16.38694603531303; -7.274617451578895; 27.820722525662777; 34.65632149267471; 23.57716423956197; -72.86219575974492; -67.54586904284315; -29.121654814862723],509.06652878939775
F52014,arithmetic,roulette,0.3,968704384,[-16.646195521430897; -66.7350468622829; 18.17470067191951; -6.124000368518795; 30.624184770731944; 34.128870609694644; 23.66542210428817; -74.12369393683966; -70.17947154855017; -28.730153864774557],508.1668920036742
F52014,arithmetic,roulette,0.3,3516484720,[-14.760993827529223; -64.9654288594639; 15.724531396855149; -6.56726304774158; 29.166177913483686; 30.574958485218858; 20.380987095641395; -73.37786772302846; -68.5593403403312; -29.654014518765365],507.1276586067204
F52014,arithmetic,roulette,0.3,2496080347,[-10.342664024964767; -68.51859551461506; 14.372665940263197; -2.481514241654663; 34.0415313647881; 30.75921616091061; 21.51015255453899; -73.22028530225352; -69.28579178324783; -28.84740048554126],508.2570650484005
F52014,arithmetic,roulette,0.3,844309978,[-14.401578816311925; -65.14125717725277; 12.736429370475815; -4.716803295515544; 30.356749309652116; 30.34814762911609; 22.64742512932782; -74.45007705721945; -66.56997459212904; -28.24909456165009],507.06696522219886
F52014,arithmetic,roulette,0.3,1566800379,[-11.436450113387897; -64.62583922749151; 17.24813762260816; -7.384238013880616; 29.46287944030516; 34.51470642227571; 22.94596686008709; -74.4650413566043; -69.71596600902103; -29.465092078961035],506.65775789529783
F52014,arithmetic,roulette,0.4,39635730,[-15.560798657856282; -61.70965498441415; 16.676985535356124; -4.227451974669504; 31.75405121491346; 30.162165954276443; 21.46350615126375; -75.44248996229979; -67.37650885581546; -29.348917382108752],507.26916841632544
F52014,arithmetic,roulette,0.4,3600733392,[-11.555584837903533; -66.00893060840971; 17.410754671673885; -6.119046524292388; 32.93609619942527; 32.39964238348536; 23.360106420167746; -75.1315485558286; -70.42778954572341; -27.379408405474464],506.4695500277492
F52014,arithmetic,roulette,0.4,2409534895,[-14.12128530064147; -59.69400348832738; 29.402056637941456; -4.487833736014678; 31.298297742818697; 20.984930630547936; -6.044555222630194; -68.48278838389243; -74.05433614796902; -26.463871007333985],519.563223517664
F52014,arithmetic,roulette,0.4,2030521605,[-9.67150538544874; -65.4004096579927; 14.155621303945125; -5.619434304378715; 35.92189835790332; 30.571094833060044; 22.280245624982445; -73.91401592824212; -67.18987716442524; -28.372636442324012],508.09602265915447
F52014,arithmetic,roulette,0.4,3990596164,[-10.838490244525483; -64.82072391084841; 18.593600370486175; -4.269004093737676; 34.22480493411974; 30.233749043841446; 23.554464817050707; -76.09148889987136; -64.70370142993082; -29.090517602393085],508.45729322920005
F52014,arithmetic,roulette,0.4,1280238050,[-14.817864345478753; -62.14773844520326; 14.162980432782623; -4.943385630758952; 31.350607275895335; 34.3973723508615; 22.52999295102323; -74.37532021703271; -68.45123421407445; -29.532164017158237],506.8866498676505
F52014,arithmetic,roulette,0.4,1055302439,[-11.955742598690628; -66.47663835559763; 18.17626518771796; -4.26899115493053; 31.108176588400724; 30.431141609963703; 21.343147144854875; -75.01566981416963; -65.62943381152006; -29.729239516706933],507.3390204025954
F52014,arithmetic,roulette,0.4,3702649524,[-12.675461836232468; -62.51606138636845; 18.34381002951498; -5.16398367769568; 32.22547181002098; 35.81652706496453; 20.04742065733711; -75.49140268626638; -67.49955599502; -27.688336000479378],508.3036611140178
F52014,arithmetic,roulette,0.4,3117521054,[-13.082490528384866; -65.3499171329529; 15.876285035623734; -3.124358373650142; 29.845086501963266; 27.591157523465885; 23.46983379137982; -73.13058312824099; -70.37519704124398; -28.85272939182585],507.72523498714816
F52014,arithmetic,roulette,0.4,2231277624,[-11.004961484893236; -64.04719256970915; 16.969130347456655; -5.884943927814169; 34.345567578609526; 33.47427882111788; 20.245512174344114; -75.03490749040776; -70.94101556415194; -26.73947039006073],507.8378563307916
F52014,arithmetic,roulette,0.5,2503008840,[-10.427091009200069; -63.70907495492965; 17.134787884155052; -6.744263402331889; 27.54033661555774; 33.832216953165585; 23.186757382712297; -75.83865333435742; -70.664629833298; -27.279774736771927],508.44600967826096
F52014,arithmetic,roulette,0.5,3560935428,[-13.129546621505174; -64.83187499709432; 14.17712240771682; -4.48644108769604; 31.56442157574313; 33.386041439677086; 23.734442520393507; -74.77477390800922; -72.37495931832132; -28.684501414231747],506.51048556637625
F52014,arithmetic,roulette,0.5,912695780,[-9.197437312998689; -65.9761967690327; 14.3017024734658; -3.520206779758689; 34.35452707926016; 33.19250245413713; 23.68743028091188; -75.2742346930217; -68.37363406582342; -28.854811199709758],507.1344200475488
F52014,arithmetic,roulette,0.5,2759625207,[-11.628184390343563; -63.535152455009694; 14.435014124835153; -4.504436424790654; 32.8073554846664; 34.41761942002022; 21.768970200397412; -74.10737340953617; -66.74487662667703; -30.424647803034183],507.2461404091093
F52014,arithmetic,roulette,0.5,1489992806,[-10.34153724396874; -64.93021322664416; 15.154453500934721; -2.586841997362103; 32.001924431485484; 35.10513974298235; 20.755626461148886; -75.33646226060515; -66.73429958190562; -30.914690199677143],507.7093690370526
F52014,arithmetic,roulette,0.5,2403551094,[-8.891360509137714; -66.05927306268792; 16.216735843902306; -5.940827889622256; 31.063595985001207; 31.28644393245587; 22.8938307092781; -74.58465572512645; -69.43575315226767; -27.80935460340359],506.6557171631708
F52014,arithmetic,roulette,0.5,1682028535,[-14.151556222522258; -65.73577300976584; 14.7872827096996; -3.8498433536829983; 35.39002791810243; 32.6510460261944; 23.832497479624028; -72.57535309065523; -69.60284291718085; -29.561670893000233],508.39620011752396
F52014,arithmetic,roulette,0.5,3832957084,[-13.642591852288884; -66.20280918710793; 18.601472478850564; -4.887820716414072; 33.22480146987415; 30.074556041834086; 20.604358662878973; -73.98054769818766; -67.13315282909241; -27.622898925383282],507.92768316776187
F52014,arithmetic,roulette,0.5,2289957439,[-12.019613691251617; -63.905394822379016; 15.991419048360465; -6.405090573701809; 34.007507410468776; 35.327121903101215; 20.096410544160833; -74.13478038708486; -68.16943331521355; -28.16283677911936],507.6524460442782
F52014,arithmetic,roulette,0.5,830695080,[-45.5696455361643; 10.872556734147123; 15.273228568181015; -54.34789856733124; -22.76176633769382; 17.42708368804174; -29.263494081265137; 48.21563301196279; -24.86268854357479; -78.55380879116545],520.1482479742501
F52014,arithmetic,tournament,0.1,152559646,[-4.587775577928523; -7.59637597833785; 5.293231209785858; -28.28782426116824; -28.92572382360281; 18.01601372751613; -56.805273823662766; -11.413005338253104; 7.029383945992716; 15.461005497980889],520.3562171149149
F52014,arithmetic,tournament,0.1,264250318,[-16.292041759103714; -56.21670412538616; 22.976749543533035; 14.225812149015846; 16.108235567171842; 28.60415939326367; 29.337772673558156; -73.35411655931117; -50.189005789739895; -12.07572450964996],520.2583721810493
F52014,arithmetic,tournament,0.1,4227702505,[10.002973288108478; -40.11951481128004; -8.28707401066226; 0.6296420970411034; 24.76526035920726; 26.871006387522446; 23.04475122231797; -82.62192235493937; -76.03173226614912; -30.258999348922917],520.1172019655696
F52014,arithmetic,tournament,0.1,1680208612,[-0.6827863543746977; 53.32930811066018; -44.94011027066031; 30.394971350126177; -27.75777456850705; -8.996635282702385; -8.739494792387987; 38.03371733306083; -24.500380662172248; -0.978319674113072],520.3182866850678
F52014,arithmetic,tournament,0.1,2337448160,[-7.836397299688036; -45.00814351471143; 5.686854575150163; 3.3950533601993813; 32.58100747735115; 29.99995597572893; 13.400924036164383; -72.04576139718608; -63.81072281237474; -14.37177317670534],518.9891820726335
F52014,arithmetic,tournament,0.1,3756816183,[-12.072540529901344; 44.37337587364395; 18.414761176361672; 1.0630846339589226; 17.8782773455327; 4.986421002736523; -21.311558194460265; 40.69791733169385; 42.46635755678445; -36.58464768686566],520.2909604361927
F52014,arithmetic,tournament,0.1,4202720610,[-64.43524008205439; -28.17680483695584; 57.761478131552416; 13.956986694379369; -5.1227329875205445; 24.526925413918065; -22.47633002816952; 27.472868768256127; -2.6270842217114296; -12.926616587163647],520.2933654142099
F52014,arithmetic,tournament,0.1,3638651308,[-18.665694959855273; -58.07338486422413; -6.548291750139455; -16.695643660291452; 51.064290027460025; 18.975667136350722; 29.71203309494716; -66.72425865567278; -62.403970000645835; -30.29097181548731],520.1337800462179
F52014,arithmetic,tournament,0.1,173243768,[7.31012598075163; 20.73750718541319; -30.783573425676423; 2.729522314591918; 7.247495811404256; -4.20380911467296; -34.938155604508054; 2.1609189443686376; 19.345661647682995; 2.1885402874288875],520.2097486228665
F52014,arithmetic,tournament,0.1,2731329999,[25.97409378158853; -24.162002169122374; -22.102045535195415; -97.55087504090312; 26.035137463472505; -55.25577967010076; 4.302911682288886; -6.041185628408853; 33.06913922642183; -18.863177874111727],520.289660554002
F52014,arithmetic,tournament,0.2,3417082409,[-12.933472772152115; -70.21733444054306; 16.00731427587741; -6.678548511990199; 30.86448475698549; 38.38680697760969; 18.858388038722914; -73.02496121276207; -64.85727826042206; -27.719162651971093],511.3299896327269
F52014,arithmetic,tournament,0.2,2539061068,[-10.731588075701437; -66.02694524359502; 14.804290780921704; -6.192260663967672; 34.53461264339042; 29.677659308394894; 18.939251723632204; -74.26197334501867; -65.26562033853014; -28.98945870869928],508.45191549733914
F52014,arithmetic,tournament,0.2,2796173266,[-14.866147305262281; -61.151970413818354; 12.83470525115344; -4.60023624235771; 33.39828890504663; 30.875308135695995; 19.662677621636274; -74.38897367697274; -69.6900280856429; -27.029919743849085],508.2602812784644
F52014,arithmetic,tournament,0.2,869432734,[-16.47909768449823; -63.91558538740348; 13.681496910652573; 1.6376088828407234; 30.989872800597976; 31.176391166548537; 19.95137286432695; -73.99402669741274; -65.60561561370248; -26.49254090307867],510.57393503011264
F52014,arithmetic,tournament,0.2,420783241,[-13.656086028521756; -62.932486174426714; 18.56255034564007; -4.963933952503552; 33.44269520295604; 28.23394137278591; 21.587607563511543; -73.90070237010855; -67.94476123821283; -29.23232814332537],508.0524798066793
F52014,arithmetic,tournament,0.2,10440431,[15.389158189790681; 4.447290956481624; 11.52710135610064; -13.616676934175736; -40.753430616478155; -20.31921571282012; -89.13015249803374; -45.630200922432635; -17.09865248813503; -6.7869111630099],520.1369876042887
F52014,arithmetic,tournament,0.2,3323430214,[-15.862264682522632; -65.4912863933102; 16.14711831291505; 0.8215004479757088; 33.05088067124939; 28.443381290497932; 23.905159480490575; -74.85746340592847; -67.52558767380366; -29.289382188717997],509.59944415582515
F52014,arithmetic,tournament,0.2,3073680739,[-19.38088912731048; -62.28868793485647; 22.33000997993663; 8.612310766924358; 28.5771939414343; 36.07532904851425; 16.686959697979017; -75.24641702533725; -99.59254612874855; -23.19033815013667],519.8071273122363
F52014,arithmetic,tournament,0.2,2152369083,[-11.13604943256063; -61.324430783687916; 16.02418970053357; -5.2343278290686515; 33.933818919295184; 38.52103161648177; 24.546812218895944; -77.3717192164243; -70.61237511465073; -28.63877800632407],510.85672331964054
F52014,arithmetic,tournament,0.2,3239209000,[-21.710960682360653; -63.44559051560272; 9.030276209014772; -5.0605029797141245; 9.231353254834325; 28.43942423210639; 29.785154920065906; -67.34530597521744; -55.915709601159996; -19.948154616526544],519.1892927047234
F52014,arithmetic,tournament,0.3,702019457,[-13.198830601392075; -63.45405954678431; 14.382946495107134; -3.864709556517539; 32.825935664713256; 32.442473781096915; 21.972616083544285; -75.42514923422071; -65.62524863217118; -30.06393325907604],507.19836618969873
F52014,arithmetic,tournament,0.3,3339836956,[-12.102005219329977; -63.018540316723666; 15.294486823535916; -4.829321098906357; 32.59469359266035; 29.45753936753964; 24.710287529848728; -77.01352307170147; -70.63681563683059; -28.209863691290494],508.3470998558058
F52014,arithmetic,tournament,0.3,351831338,[-14.130284882111159; -63.13160941353194; 15.080098167189437; -3.0374970492550677; 29.06213582115599; 31.440777575064708; 19.78543782276558; -73.44248245792615; -71.88948720746842; -27.47681682855526],507.91673595870964
F52014,arithmetic,tournament,0.3,18761966,[-12.207433701358966; -60.33514276636876; 16.503888565105356; -2.438357986037964; 32.800130303176005; 33.79925561406233; 23.619813512639936; -75.5671964557203; -72.54473695169614; -29.047794985822332],509.13939779273556
F52014,arithmetic,tournament,0.3,1364350778,[-10.54210341488147; -65.38601935517801; 16.38694603531303; -7.274617451578895; 27.820722525662777; 34.65632149267471; 23.57716423956197; -72.86219575974492; -67.54586904284315; -29.121654814862723],509.06652878939775
F52014,arithmetic,tournament,0.3,968704384,[-16.646195521430897; -66.7350468622829; 18.17470067191951; -6.124000368518795; 30.624184770731944; 34.128870609694644; 23.66542210428817; -74.12369393683966; -70.17947154855017; -28.730153864774557],508.1668920036742
F52014,arithmetic,tournament,0.3,3516484720,[-14.760993827529223; -64.9654288594639; 15.724531396855149; -6.56726304774158; 29.166177913483686; 30.574958485218858; 20.380987095641395; -73.37786772302846; -68.5593403403312; -29.654014518765365],507.1276586067204
F52014,arithmetic,tournament,0.3,2496080347,[-10.342664024964767; -68.51859551461506; 14.372665940263197; -2.481514241654663; 34.0415313647881; 30.75921616091061; 21.51015255453899; -73.22028530225352; -69.28579178324783; -28.84740048554126],508.2570650484005
F52014,arithmetic,tournament,0.3,844309978,[-14.401578816311925; -65.14125717725277; 12.736429370475815; -4.716803295515544; 30.356749309652116; 30.34814762911609; 22.64742512932782; -74.45007705721945; -66.56997459212904; -28.24909456165009],507.06696522219886
F52014,arithmetic,tournament,0.3,1566800379,[-11.436450113387897; -64.62583922749151; 17.24813762260816; -7.384238013880616; 29.46287944030516; 34.51470642227571; 22.94596686008709; -74.4650413566043; -69.71596600902103; -29.465092078961035],506.65775789529783
F52014,arithmetic,tournament,0.4,39635730,[-15.560798657856282; -61.70965498441415; 16.676985535356124; -4.227451974669504; 31.75405121491346; 30.162165954276443; 21.46350615126375; -75.44248996229979; -67.37650885581546; -29.348917382108752],507.26916841632544
F52014,arithmetic,tournament,0.4,3600733392,[-11.555584837903533; -66.00893060840971; 17.410754671673885; -6.119046524292388; 32.93609619942527; 32.39964238348536; 23.360106420167746; -75.1315485558286; -70.42778954572341; -27.379408405474464],506.4695500277492
F52014,arithmetic,tournament,0.4,2409534895,[-14.12128530064147; -59.69400348832738; 29.402056637941456; -4.487833736014678; 31.298297742818697; 20.984930630547936; -6.044555222630194; -68.48278838389243; -74.05433614796902; -26.463871007333985],519.563223517664
F52014,arithmetic,tournament,0.4,2030521605,[-9.67150538544874; -65.4004096579927; 14.155621303945125; -5.619434304378715; 35.92189835790332; 30.571094833060044; 22.280245624982445; -73.91401592824212; -67.18987716442524; -28.372636442324012],508.09602265915447
F52014,arithmetic,tournament,0.4,3990596164,[-10.838490244525483; -64.82072391084841; 18.593600370486175; -4.269004093737676; 34.22480493411974; 30.233749043841446; 23.554464817050707; -76.09148889987136; -64.70370142993082; -29.090517602393085],508.45729322920005
F52014,arithmetic,tournament,0.4,1280238050,[-14.817864345478753; -62.14773844520326; 14.162980432782623; -4.943385630758952; 31.350607275895335; 34.3973723508615; 22.52999295102323; -74.37532021703271; -68.45123421407445; -29.532164017158237],506.8866498676505
F52014,arithmetic,tournament,0.4,1055302439,[-11.955742598690628; -66.47663835559763; 18.17626518771796; -4.26899115493053; 31.108176588400724; 30.431141609963703; 21.343147144854875; -75.01566981416963; -65.62943381152006; -29.729239516706933],507.3390204025954
F52014,arithmetic,tournament,0.4,3702649524,[-12.675461836232468; -62.51606138636845; 18.34381002951498; -5.16398367769568; 32.22547181002098; 35.81652706496453; 20.04742065733711; -75.49140268626638; -67.49955599502; -27.688336000479378],508.3036611140178
F52014,arithmetic,tournament,0.4,3117521054,[-13.082490528384866; -65.3499171329529; 15.876285035623734; -3.124358373650142; 29.845086501963266; 27.591157523465885; 23.46983379137982; -73.13058312824099; -70.37519704124398; -28.85272939182585],507.72523498714816
F52014,arithmetic,tournament,0.4,2231277624,[-11.004961484893236; -64.04719256970915; 16.969130347456655; -5.884943927814169; 34.345567578609526; 33.47427882111788; 20.245512174344114; -75.03490749040776; -70.94101556415194; -26.73947039006073],507.8378563307916
F52014,arithmetic,tournament,0.5,2503008840,[-10.427091009200069; -63.70907495492965; 17.134787884155052; -6.744263402331889; 27.54033661555774; 33.832216953165585; 23.186757382712297; -75.83865333435742; -70.664629833298; -27.279774736771927],508.44600967826096
F52014,arithmetic,tournament,0.5,3560935428,[-13.129546621505174; -64.83187499709432; 14.17712240771682; -4.48644108769604; 31.56442157574313; 33.386041439677086; 23.734442520393507; -74.77477390800922; -72.37495931832132; -28.684501414231747],506.51048556637625
F52014,arithmetic,tournament,0.5,912695780,[-9.197437312998689; -65.9761967690327; 14.3017024734658; -3.520206779758689; 34.35452707926016; 33.19250245413713; 23.68743028091188; -75.2742346930217; -68.37363406582342; -28.854811199709758],507.1344200475488
F52014,arithmetic,tournament,0.5,2759625207,[-11.628184390343563; -63.535152455009694; 14.435014124835153; -4.504436424790654; 32.8073554846664; 34.41761942002022; 21.768970200397412; -74.10737340953617; -66.74487662667703; -30.424647803034183],507.2461404091093
F52014,arithmetic,tournament,0.5,1489992806,[-10.34153724396874; -64.93021322664416; 15.154453500934721; -2.586841997362103; 32.001924431485484; 35.10513974298235; 20.755626461148886; -75.33646226060515; -66.73429958190562; -30.914690199677143],507.7093690370526
F52014,arithmetic,tournament,0.5,2403551094,[-8.891360509137714; -66.05927306268792; 16.216735843902306; -5.940827889622256; 31.063595985001207; 31.28644393245587; 22.8938307092781; -74.58465572512645; -69.43575315226767; -27.80935460340359],506.6557171631708
F52014,arithmetic,tournament,0.5,1682028535,[-14.151556222522258; -65.73577300976584; 14.7872827096996; -3.8498433536829983; 35.39002791810243; 32.6510460261944; 23.832497479624028; -72.57535309065523; -69.60284291718085; -29.561670893000233],508.39620011752396
F52014,arithmetic,tournament,0.5,3832957084,[-13.642591852288884; -66.20280918710793; 18.601472478850564; -4.887820716414072; 33.22480146987415; 30.074556041834086; 20.604358662878973; -73.98054769818766; -67.13315282909241; -27.622898925383282],507.92768316776187
F52014,arithmetic,tournament,0.5,2289957439,[-12.019613691251617; -63.905394822379016; 15.991419048360465; -6.405090573701809; 34.007507410468776; 35.327121903101215; 20.096410544160833; -74.13478038708486; -68.16943331521355; -28.16283677911936],507.6524460442782
F52014,arithmetic,tournament,0.5,830695080,[-45.5696455361643; 10.872556734147123; 15.273228568181015; -54.34789856733124; -22.76176633769382; 17.42708368804174; -29.263494081265137; 48.21563301196279; -24.86268854357479; -78.55380879116545],520.1482479742501
