Objective function,Crossover,Selection,Tournament percentage,Seed,Algorithm solution,Algorithm fitness
F12014,arithmetic,roulette,None,1782111100,[19.765367683865087; -1.624193076247261; -56.74063677636773; -29.845226508347007; -21.65564888296833; -68.15063004380606; -0.6927619109073928; 6.112199853951619; 75.95940175290772; 26.573606283020645],12785307.240199065
F12014,arithmetic,roulette,None,40687240,[13.998981013140245; 20.5254360739851; -92.47177932465343; 2.218087722005966; 8.631307587194625; -60.925194746186705; 35.111984865743864; -28.299999205000884; 52.01983614748234; 24.781160045581352],9355133.387573108
F12014,arithmetic,roulette,None,3794551782,[19.94360711847586; 7.306959769911581; -43.84758878685088; -28.31633945656754; -3.009676332896527; -60.286881829375695; -8.351710849136376; 30.766742681597606; 85.68791892438354; 31.628762704440586],15995780.456552343
F12014,arithmetic,roulette,None,1038908288,[11.778507398390445; 3.8832820054297206; -67.01511333732464; 8.431918097290575; -2.751319322455789; -12.577462613653399; 27.03959461831776; -7.912778648312517; 68.6041481320123; 56.45804643979274],15139945.667982234
F12014,arithmetic,roulette,0.1,385728629,[21.084120135516972; 31.923390664478095; -64.56529349250366; -0.19112880182367498; -0.11799753367321429; -45.585343894756804; -7.930664428784411; 3.9978597556827293; 70.28268821758076; 45.64792210902469],5997148.859538192
F12014,arithmetic,roulette,0.1,679171287,[26.6454861102224; 39.96824956988345; -64.65280130364918; -4.418502529327583; -15.11294428997168; -76.98231398904778; -22.91008840059368; -0.5341630566951538; 67.66841301401209; 34.10141305558383],4901544.530758642
F12014,arithmetic,roulette,0.1,2962490278,[12.422131862368351; 49.025982742812424; -65.815575181883; 4.0663986798374445; 12.74753733373907; -47.2597934585781; -22.32167922492954; -2.7708112561578777; 69.61292569018543; 34.18981293116152],7999225.044595353
F12014,arithmetic,roulette,0.1,499483602,[30.84095610684338; 38.08477984586585; -64.13939704880809; 2.3703536566620738; 10.260107615837427; -91.20171722148585; 18.943392434614953; 3.2501410343538097; 69.94329175966604; 27.7935763271494],4044396.311806129
F12014,arithmetic,roulette,0.1,2862309938,[26.678090904025538; 23.107057417948837; -68.94853463874125; 42.74999867607552; 18.373009259687432; -35.784859937628916; 12.871202488295813; -2.8251017951037167; 69.2321812604117; 60.81244542567296],7015970.207382395
F12014,arithmetic,roulette,0.1,981113097,[22.738126944941015; 52.54514153924404; -60.09097894005532; 35.39848989574431; 5.119310923016231; -49.26361150418134; -4.0440711040177675; 7.205954320262701; 73.5139395836066; 48.29646180174302],7030921.228718803
F12014,arithmetic,roulette,0.1,1599329613,[25.06185237313176; 43.797307450262785; -52.55207463065494; 66.64641085790052; 31.88512567637024; -44.29937397514786; -7.855127178601219; 23.01174883421981; 79.04852081821538; 52.83553324553918],6095318.237303411
F12014,arithmetic,roulette,0.1,2508950051,[42.00257048079078; 44.92563884631416; -65.61705203643042; -0.13652136776100487; -18.370146918422442; -48.53991440200098; -17.411278609157492; -1.0616199083856053; 69.68327732944417; 70.88998296670911],5198465.0474418495
F12014,arithmetic,roulette,0.1,3722876091,[30.64335397759814; 27.324239019930182; -62.967829277024116; 95.52735599410329; -8.913491960551713; -44.064453313353376; -31.275006105520905; 2.3235444554815627; 69.19875712103516; 61.06180812930068],4315988.619097097
F12014,arithmetic,roulette,0.1,2708415015,[32.993260314958775; 47.158126371956826; -62.217159750480754; -1.48641221358118; -16.306985811465843; -66.11750041783213; -31.852505608562453; 14.499147730570279; 69.7998142411997; 49.6205413763912],6211593.32154826
F12014,arithmetic,roulette,0.2,529576473,[42.73445931265216; 61.97190144676262; -51.6015209717194; 58.22067448054945; 0.17189804984201373; -59.899975419947864; -62.48787215835817; 16.09395557134103; 78.86094117608782; 66.69173066352107],332668.0273856787
F12014,arithmetic,roulette,0.2,1831183541,[33.26724387565404; 69.45563959711986; -70.0483983298524; 59.25472434215448; 46.150404570670666; -88.31006283784629; -20.316901232873224; -3.787213750868456; 67.08935265575249; 35.03327877808129],1261404.564833757
F12014,arithmetic,roulette,0.2,1302389109,[36.463645722003015; 56.976161032529205; -73.395580250087; 35.896150320677776; -16.65623920083641; -81.66868652792442; -75.14025305545007; -6.056654251256461; 64.1895696723902; 43.67301632869332],647469.7804833628
F12014,arithmetic,roulette,0.2,38062324,[39.30339692862754; 71.05561318019305; -57.070761397141275; 60.470063020903666; 26.025444465670663; -51.515835564544105; -34.654135421068275; 9.84914963983601; 74.1745569664786; 67.67624357445527],928605.6424722358
F12014,arithmetic,roulette,0.2,1159573290,[32.46325373236031; 64.52207302794261; -69.4440310698611; 80.35088811820853; 22.635931156111326; -63.27936951292818; -37.59688776893674; -3.432276202512571; 66.33688920061431; 50.139527160675144],1322588.5302607536
F12014,arithmetic,roulette,0.2,2720616115,[35.81537753177514; 52.05643966989731; -74.77556943416971; 43.29089639821891; 4.968245231950476; -77.70663037944519; -41.49456510697494; -9.676956962390792; 63.917600270079674; 45.73222624312685],1017216.3040163759
F12014,arithmetic,roulette,0.2,3161933930,[40.645180512380264; 55.85830835612498; -71.05391677817126; 70.95203348089642; 18.095370276243656; -69.22390088489894; -23.245784361537346; -3.358816013218881; 65.76966620155429; 57.86939482370618],545640.3712013706
F12014,arithmetic,roulette,0.2,4216333510,[33.86813033533515; 56.167068506790656; -74.97052171044; 59.76035963533138; -15.491238895685504; -82.462746912271; -74.00132991744836; -8.693455953207302; 63.01206602657501; 39.61068778631806],730147.024920314
F12014,arithmetic,roulette,0.2,614625173,[44.63427266517931; 61.65332318477647; -56.34936145436097; 36.04291264507384; 8.271559346934934; -65.16414064505118; -43.786344122584396; 12.629055780964507; 75.61920014364682; 65.10117315076356],479815.4050893866
F12014,arithmetic,roulette,0.2,3473005545,[41.37670411821682; 68.9228799142461; -74.68534490880756; 25.803208699621706; 41.69368615398105; -63.61906701072613; -21.06885604158156; -9.794019316120334; 62.71584624566772; 62.609746409061785],1125108.5233799345
F12014,arithmetic,roulette,0.3,3299808858,[43.08906771224086; 65.6335713483137; -69.44916357423983; 58.92307680053128; 20.58615938941274; -73.13817556106086; -31.88882202348678; -3.6852077804246686; 66.73903829772968; 58.3658490244795],179742.67329891736
F12014,arithmetic,roulette,0.3,553355605,[47.4795782217226; 56.956035409288496; -60.66773418525983; 79.26149448211868; 14.163122807769481; -60.885903183662876; -36.30120048376485; 4.709940729763114; 72.77312382418535; 72.68362208267457],201237.27691080316
F12014,arithmetic,roulette,0.3,1004388220,[44.628001873388634; 62.565828554114255; -69.90119437419766; 55.949341063415524; 6.4652453717589875; -78.77769295071482; -43.92449927862436; -5.7759181611395025; 65.95356782431253; 57.513431519610876],332684.8327162914
F12014,arithmetic,roulette,0.3,1423188163,[46.078731201869246; 53.143760388941416; -47.59257979951971; 48.9780532381937; -2.61216724992429; -72.26996896926248; -47.066600938571625; 22.125945768576898; 80.9908914519124; 62.965337974335775],249364.1274953668
F12014,arithmetic,roulette,0.3,817562446,[39.78373423710397; 66.96986838841931; -60.791462772451005; 70.40911228866791; 46.23719312087084; -80.7204029428228; 0.7694394785039518; 7.248948534862994; 72.71948914893694; 49.26351563017678],297419.0916740159
F12014,arithmetic,roulette,0.3,587178260,[39.68031838498344; 56.707246066898506; -52.32411920569822; 83.52634716510838; 31.178774382202487; -71.88493488940155; -15.9665149198877; 16.33730749163705; 77.91444927224816; 54.49359830568892],468108.3224472875
F12014,arithmetic,roulette,0.3,1985699969,[42.82407348096152; 57.498937228622026; -52.32077317967223; 30.354561413527403; -21.396121310328795; -65.34581517809204; -73.98928934019763; 14.393101235786137; 78.30118549950828; 63.21773998994861],432442.7650401484
F12014,arithmetic,roulette,0.3,3143940494,[47.718882138802115; 44.36845607886884; -61.469441118494345; 55.21025751351208; -16.079397046380176; -54.98564718318872; -63.96065271600122; 6.009360246764608; 71.69896627603; 77.68080721533163],628524.41631975
F12014,arithmetic,roulette,0.3,3016695222,[44.647566857913866; 58.65541285503191; -75.16587776601253; 76.20134316566478; 7.717349166130404; -69.87625562601644; -42.37838977218888; -10.148565214327325; 62.47259741246055; 62.72889280280126],234788.71144790927
F12014,arithmetic,roulette,0.3,2667696418,[38.638882788084544; 65.48246353753663; -59.51436877172874; 82.80652492731068; 27.513311972654122; -75.71920738116768; -29.11936096059597; 8.016068627847162; 72.87572812419299; 50.593352197235134],425809.34384178603
F12014,arithmetic,roulette,0.4,1170767177,[49.486413517812075; 64.16487750926582; -73.94260500631991; 62.984428459151786; 30.02653434292592; -69.74511439304264; -22.765350124942554; -8.059655322268604; 63.47253355879714; 69.99010495504595],98441.2720116568
F12014,arithmetic,roulette,0.4,1105559103,[44.06873456323153; 67.57120360641942; -74.04625050750252; 66.36704700804836; 45.464707117701515; -73.6417480649463; -6.536378937638759; -7.57914026964555; 63.20203516982161; 59.811623506286125],228130.10816344555
F12014,arithmetic,roulette,0.4,434260351,[42.239862873095944; 59.68740845015867; -52.72491743878416; 66.83268988603538; 21.681852618139946; -70.30563162753705; -24.917150222100094; 15.050965554544222; 77.76362475762917; 59.011507257427084],253017.54022712845
F12014,arithmetic,roulette,0.4,649984852,[52.54670840215916; 64.55863225861968; -73.43471783135143; 39.179358531278474; 1.3304494706221561; -51.12705607705642; -62.66822457112593; -7.631635991886571; 63.749067994969174; 86.3342586937222],140418.5560815316
F12014,arithmetic,roulette,0.4,1318124399,[48.434564906658366; 60.87419496364397; -46.16760558739229; 80.93178229742003; 4.092743297798114; -71.24259653801758; -57.5205812227135; 22.340832355488473; 82.32020506469405; 66.99271559740396],98454.1243651851
F12014,arithmetic,roulette,0.4,3524550373,[43.78716126381562; 58.91144270418375; -53.434938810076765; 67.05015196731893; 3.8029325215510767; -73.52073075245066; -48.60242078259314; 14.40541146237259; 77.58871352526593; 59.58625689940317],164207.22809134514
F12014,arithmetic,roulette,0.4,1570786861,[44.39469225744401; 60.29467690415572; -71.79222406626629; 59.48539076348927; -6.139620026168663; -50.99447941121446; -63.979070283449424; -5.867861917827331; 65.1475644359858; 74.68283391498302],357011.13784971973
F12014,arithmetic,roulette,0.4,601042618,[46.12019828285159; 65.44992966380374; -54.969772775372434; 48.25374086424111; 25.14105393097732; -77.78025987968381; -29.706751104686774; 12.554695440155509; 76.78744448819576; 59.32276934804641],169894.39400366897
F12014,arithmetic,roulette,0.4,1217727299,[45.17084954620577; 63.28326738718093; -66.17458972273887; 73.34521206309833; 45.026882901329486; -77.48409102117319; -0.48616369781425395; 0.9694120382468183; 69.19397011264614; 58.147756581993335],179650.25183342164
F12014,arithmetic,roulette,0.4,1647977603,[49.47474169032336; 61.29080033377736; -67.52637750641412; 47.69724449484957; 4.390486923539669; -62.00668385188245; -48.34372992443855; -0.24246469572253138; 68.03715645827798; 75.0377537139684],127315.42556313828
F12014,arithmetic,roulette,0.5,3985810306,[45.119123322600686; 57.77473075924006; -54.15073503115359; 33.62902878916826; -6.39647336106902; -77.56427057056602; -55.9210113608127; 13.647545892845471; 77.00639985290425; 58.36561109017819],152272.22779547574
F12014,arithmetic,roulette,0.5,3021925148,[44.72256683634812; 63.639002338396274; -60.45581561972024; 59.53700014424962; 21.26524004919939; -68.51392362052493; -31.95236901017873; 5.510614410723921; 72.44840343826237; 64.24214713890835],178674.9851053199
F12014,arithmetic,roulette,0.5,2383313164,[48.487558131857696; 65.10558336402845; -62.73993516173152; 58.86449926009877; 13.697969949359676; -69.78747924422235; -37.491714768821325; 4.042540753039367; 71.0913172585856; 68.17842329833334],117514.38330974316
F12014,arithmetic,roulette,0.5,1155445055,[44.1629397116662; 61.599407658111275; -64.81524155519743; 50.59136210299804; 7.968632702202463; -80.67847287006536; -45.89840706501186; 1.6101669998390236; 69.74664084663695; 54.986362112787496],64123.15378208084
F12014,arithmetic,roulette,0.5,3501865774,[49.89927040902184; 63.82133604142528; -48.92972574249184; 61.85473845050723; 4.863005465216001; -61.58407377329478; -53.447520413219095; 20.77587569382993; 80.12265787171191; 75.92158742790282],126464.40654532316
F12014,arithmetic,roulette,0.5,706462836,[51.43732762856658; 60.72829337055741; -63.25696267742349; 86.94405708564277; 23.962946974426934; -58.407305929210196; -30.37729358323187; 3.493388389548671; 70.71590425573328; 79.95450118264934],60784.81500753374
F12014,arithmetic,roulette,0.5,4133036540,[49.30158586698387; 57.929734090020766; -67.27666225613169; 54.88979762180733; -22.91077683212247; -70.42343753799099; -84.91103683455152; -2.200347649756359; 67.75557222350542; 68.9229888485649],100193.3243062761
F12014,arithmetic,roulette,0.5,2127261890,[44.80808595185493; 67.31244606502788; -69.21288821104413; 40.9288172773328; 15.711470509368963; -64.11168818483172; -43.44097107981394; -3.974617092278641; 66.73212952941327; 66.9077797154608],197501.55328803597
F12014,arithmetic,roulette,0.5,4156949228,[44.5747860583582; 61.34943664304915; -70.36685759495063; 58.85740585257537; 15.054572667720894; -80.40084537508437; -38.676356172938895; -3.3880198768769807; 66.67792029399479; 55.59242382864798],244360.78869635114
F12014,arithmetic,roulette,0.5,4233084351,[46.145717300553216; 58.38692603167718; -62.57539257770143; 69.62664057934128; 11.53038369208859; -60.933212719113186; -36.08189917634735; 3.7655165031281954; 70.94112541447254; 70.88613460686153],190428.02242448495
F12014,arithmetic,tournament,0.1,385728629,[21.084120135516972; 31.923390664478095; -64.56529349250366; -0.19112880182367498; -0.11799753367321429; -45.585343894756804; -7.930664428784411; 3.9978597556827293; 70.28268821758076; 45.64792210902469],5997148.859538192
F12014,arithmetic,tournament,0.1,679171287,[26.6454861102224; 39.96824956988345; -64.65280130364918; -4.418502529327583; -15.11294428997168; -76.98231398904778; -22.91008840059368; -0.5341630566951538; 67.66841301401209; 34.10141305558383],4901544.530758642
F12014,arithmetic,tournament,0.1,2962490278,[12.422131862368351; 49.025982742812424; -65.815575181883; 4.0663986798374445; 12.74753733373907; -47.2597934585781; -22.32167922492954; -2.7708112561578777; 69.61292569018543; 34.18981293116152],7999225.044595353
F12014,arithmetic,tournament,0.1,499483602,[30.84095610684338; 38.08477984586585; -64.13939704880809; 2.3703536566620738; 10.260107615837427; -91.20171722148585; 18.943392434614953; 3.2501410343538097; 69.94329175966604; 27.7935763271494],4044396.311806129
F12014,arithmetic,tournament,0.1,2862309938,[26.678090904025538; 23.107057417948837; -68.94853463874125; 42.74999867607552; 18.373009259687432; -35.784859937628916; 12.871202488295813; -2.8251017951037167; 69.2321812604117; 60.81244542567296],7015970.207382395
F12014,arithmetic,tournament,0.1,981113097,[22.738126944941015; 52.54514153924404; -60.09097894005532; 35.39848989574431; 5.119310923016231; -49.26361150418134; -4.0440711040177675; 7.205954320262701; 73.5139395836066; 48.29646180174302],7030921.228718803
F12014,arithmetic,tournament,0.1,1599329613,[25.06185237313176; 43.797307450262785; -52.55207463065494; 66.64641085790052; 31.88512567637024; -44.29937397514786; -7.855127178601219; 23.01174883421981; 79.04852081821538; 52.83553324553918],6095318.237303411
F12014,arithmetic,tournament,0.1,2508950051,[42.00257048079078; 44.92563884631416; -65.61705203643042; -0.13652136776100487; -18.370146918422442; -48.53991440200098; -17.411278609157492; -1.0616199083856053; 69.68327732944417; 70.88998296670911],5198465.0474418495
F12014,arithmetic,tournament,0.1,3722876091,[30.64335397759814; 27.324239019930182; -62.967829277024116; 95.52735599410329; -8.913491960551713; -44.064453313353376; -31.275006105520905; 2.3235444554815627; 69.19875712103516; 61.06180812930068],4315988.619097097
F12014,arithmetic,tournament,0.1,2708415015,[32.993260314958775; 47.158126371956826; -62.217159750480754; -1.48641221358118; -16.306985811465843; -66.11750041783213; -31.852505608562453; 14.499147730570279; 69.7998142411997; 49.6205413763912],6211593.32154826
F12014,arithmetic,tournament,0.2,529576473,[42.73445931265216; 61.97190144676262; -51.6015209717194; 58.22067448054945; 0.17189804984201373; -59.899975419947864; -62.48787215835817; 16.09395557134103; 78.86094117608782; 66.69173066352107],332668.0273856787
F12014,arithmetic,tournament,0.2,1831183541,[33.26724387565404; 69.45563959711986; -70.0483983298524; 59.25472434215448; 46.150404570670666; -88.31006283784629; -20.316901232873224; -3.787213750868456; 67.08935265575249; 35.03327877808129],1261404.564833757
F12014,arithmetic,tournament,0.2,1302389109,[36.463645722003015; 56.976161032529205; -73.395580250087; 35.896150320677776; -16.65623920083641; -81.66868652792442; -75.14025305545007; -6.056654251256461; 64.1895696723902; 43.67301632869332],647469.7804833628
F12014,arithmetic,tournament,0.2,38062324,[39.30339692862754; 71.05561318019305; -57.070761397141275; 60.470063020903666; 26.025444465670663; -51.515835564544105; -34.654135421068275; 9.84914963983601; 74.1745569664786; 67.67624357445527],928605.6424722358
F12014,arithmetic,tournament,0.2,1159573290,[32.46325373236031; 64.52207302794261; -69.4440310698611; 80.35088811820853; 22.635931156111326; -63.27936951292818; -37.59688776893674; -3.432276202512571; 66.33688920061431; 50.139527160675144],1322588.5302607536
F12014,arithmetic,tournament,0.2,2720616115,[35.81537753177514; 52.05643966989731; -74.77556943416971; 43.29089639821891; 4.968245231950476; -77.70663037944519; -41.49456510697494; -9.676956962390792; 63.917600270079674; 45.73222624312685],1017216.3040163759
F12014,arithmetic,tournament,0.2,3161933930,[40.645180512380264; 55.85830835612498; -71.05391677817126; 70.95203348089642; 18.095370276243656; -69.22390088489894; -23.245784361537346; -3.358816013218881; 65.76966620155429; 57.86939482370618],545640.3712013706
F12014,arithmetic,tournament,0.2,4216333510,[33.86813033533515; 56.167068506790656; -74.97052171044; 59.76035963533138; -15.491238895685504; -82.462746912271; -74.00132991744836; -8.693455953207302; 63.01206602657501; 39.61068778631806],730147.024920314
F12014,arithmetic,tournament,0.2,614625173,[44.63427266517931; 61.65332318477647; -56.34936145436097; 36.04291264507384; 8.271559346934934; -65.16414064505118; -43.786344122584396; 12.629055780964507; 75.61920014364682; 65.10117315076356],479815.4050893866
F12014,arithmetic,tournament,0.2,3473005545,[41.37670411821682; 68.9228799142461; -74.68534490880756; 25.803208699621706; 41.69368615398105; -63.61906701072613; -21.06885604158156; -9.794019316120334; 62.71584624566772; 62.609746409061785],1125108.5233799345
F12014,arithmetic,tournament,0.3,3299808858,[43.08906771224086; 65.6335713483137; -69.44916357423983; 58.92307680053128; 20.58615938941274; -73.13817556106086; -31.88882202348678; -3.6852077804246686; 66.73903829772968; 58.3658490244795],179742.67329891736
F12014,arithmetic,tournament,0.3,553355605,[47.4795782217226; 56.956035409288496; -60.66773418525983; 79.26149448211868; 14.163122807769481; -60.885903183662876; -36.30120048376485; 4.709940729763114; 72.77312382418535; 72.68362208267457],201237.27691080316
F12014,arithmetic,tournament,0.3,1004388220,[44.628001873388634; 62.565828554114255; -69.90119437419766; 55.949341063415524; 6.4652453717589875; -78.77769295071482; -43.92449927862436; -5.7759181611395025; 65.95356782431253; 57.513431519610876],332684.8327162914
F12014,arithmetic,tournament,0.3,1423188163,[46.078731201869246; 53.143760388941416; -47.59257979951971; 48.9780532381937; -2.61216724992429; -72.26996896926248; -47.066600938571625; 22.125945768576898; 80.9908914519124; 62.965337974335775],249364.1274953668
F12014,arithmetic,tournament,0.3,817562446,[39.78373423710397; 66.96986838841931; -60.791462772451005; 70.40911228866791; 46.23719312087084; -80.7204029428228; 0.7694394785039518; 7.248948534862994; 72.71948914893694; 49.26351563017678],297419.0916740159
F12014,arithmetic,tournament,0.3,587178260,[39.68031838498344; 56.707246066898506; -52.32411920569822; 83.52634716510838; 31.178774382202487; -71.88493488940155; -15.9665149198877; 16.33730749163705; 77.91444927224816; 54.49359830568892],468108.3224472875
F12014,arithmetic,tournament,0.3,1985699969,[42.82407348096152; 57.498937228622026; -52.32077317967223; 30.354561413527403; -21.396121310328795; -65.34581517809204; -73.98928934019763; 14.393101235786137; 78.30118549950828; 63.21773998994861],432442.7650401484
F12014,arithmetic,tournament,0.3,3143940494,[47.718882138802115; 44.36845607886884; -61.469441118494345; 55.21025751351208; -16.079397046380176; -54.98564718318872; -63.96065271600122; 6.009360246764608; 71.69896627603; 77.68080721533163],628524.41631975
F12014,arithmetic,tournament,0.3,3016695222,[44.647566857913866; 58.65541285503191; -75.16587776601253; 76.20134316566478; 7.717349166130404; -69.87625562601644; -42.37838977218888; -10.148565214327325; 62.47259741246055; 62.72889280280126],234788.71144790927
F12014,arithmetic,tournament,0.3,2667696418,[38.638882788084544; 65.48246353753663; -59.51436877172874; 82.80652492731068; 27.513311972654122; -75.71920738116768; -29.11936096059597; 8.016068627847162; 72.87572812419299; 50.593352197235134],425809.34384178603
F12014,arithmetic,tournament,0.4,1170767177,[49.486413517812075; 64.16487750926582; -73.94260500631991; 62.984428459151786; 30.02653434292592; -69.74511439304264; -22.765350124942554; -8.059655322268604; 63.47253355879714; 69.99010495504595],98441.2720116568
F12014,arithmetic,tournament,0.4,1105559103,[44.06873456323153; 67.57120360641942; -74.04625050750252; 66.36704700804836; 45.464707117701515; -73.6417480649463; -6.536378937638759; -7.57914026964555; 63.20203516982161; 59.811623506286125],228130.10816344555
F12014,arithmetic,tournament,0.4,434260351,[42.239862873095944; 59.68740845015867; -52.72491743878416; 66.83268988603538; 21.681852618139946; -70.30563162753705; -24.917150222100094; 15.050965554544222; 77.76362475762917; 59.011507257427084],253017.54022712845
F12014,arithmetic,tournament,0.4,649984852,[52.54670840215916; 64.55863225861968; -73.43471783135143; 39.179358531278474; 1.3304494706221561; -51.12705607705642; -62.66822457112593; -7.631635991886571; 63.749067994969174; 86.3342586937222],140418.5560815316
F12014,arithmetic,tournament,0.4,1318124399,[48.434564906658366; 60.87419496364397; -46.16760558739229; 80.93178229742003; 4.092743297798114; -71.24259653801758; -57.5205812227135; 22.340832355488473; 82.32020506469405; 66.99271559740396],98454.1243651851
F12014,arithmetic,tournament,0.4,3524550373,[43.78716126381562; 58.91144270418375; -53.434938810076765; 67.05015196731893; 3.8029325215510767; -73.52073075245066; -48.60242078259314; 14.40541146237259; 77.58871352526593; 59.58625689940317],164207.22809134514
F12014,arithmetic,tournament,0.4,1570786861,[44.39469225744401; 60.29467690415572; -71.79222406626629; 59.48539076348927; -6.139620026168663; -50.99447941121446; -63.979070283449424; -5.867861917827331; 65.1475644359858; 74.68283391498302],357011.13784971973
F12014,arithmetic,tournament,0.4,601042618,[46.12019828285159; 65.44992966380374; -54.969772775372434; 48.25374086424111; 25.14105393097732; -77.78025987968381; -29.706751104686774; 12.554695440155509; 76.78744448819576; 59.32276934804641],169894.39400366897
F12014,arithmetic,tournament,0.4,1217727299,[45.17084954620577; 63.28326738718093; -66.17458972273887; 73.34521206309833; 45.026882901329486; -77.48409102117319; -0.48616369781425395; 0.9694120382468183; 69.19397011264614; 58.147756581993335],179650.25183342164
F12014,arithmetic,tournament,0.4,1647977603,[49.47474169032336; 61.29080033377736; -67.52637750641412; 47.69724449484957; 4.390486923539669; -62.00668385188245; -48.34372992443855; -0.24246469572253138; 68.03715645827798; 75.0377537139684],127315.42556313828
F12014,arithmetic,tournament,0.5,3985810306,[45.119123322600686; 57.77473075924006; -54.15073503115359; 33.62902878916826; -6.39647336106902; -77.56427057056602; -55.9210113608127; 13.647545892845471; 77.00639985290425; 58.36561109017819],152272.22779547574
F12014,arithmetic,tournament,0.5,3021925148,[44.72256683634812; 63.639002338396274; -60.45581561972024; 59.53700014424962; 21.26524004919939; -68.51392362052493; -31.95236901017873; 5.510614410723921; 72.44840343826237; 64.24214713890835],178674.9851053199
F12014,arithmetic,tournament,0.5,2383313164,[48.487558131857696; 65.10558336402845; -62.73993516173152; 58.86449926009877; 13.697969949359676; -69.78747924422235; -37.491714768821325; 4.042540753039367; 71.0913172585856; 68.17842329833334],117514.38330974316
F12014,arithmetic,tournament,0.5,1155445055,[44.1629397116662; 61.599407658111275; -64.81524155519743; 50.59136210299804; 7.968632702202463; -80.67847287006536; -45.89840706501186; 1.6101669998390236; 69.74664084663695; 54.986362112787496],64123.15378208084
F12014,arithmetic,tournament,0.5,3501865774,[49.89927040902184; 63.82133604142528; -48.92972574249184; 61.85473845050723; 4.863005465216001; -61.58407377329478; -53.447520413219095; 20.77587569382993; 80.12265787171191; 75.92158742790282],126464.40654532316
F12014,arithmetic,tournament,0.5,706462836,[51.43732762856658; 60.72829337055741; -63.25696267742349; 86.94405708564277; 23.962946974426934; -58.407305929210196; -30.37729358323187; 3.493388389548671; 70.71590425573328; 79.95450118264934],60784.81500753374
F12014,arithmetic,tournament,0.5,4133036540,[49.30158586698387; 57.929734090020766; -67.27666225613169; 54.88979762180733; -22.91077683212247; -70.42343753799099; -84.91103683455152; -2.200347649756359; 67.75557222350542; 68.9229888485649],100193.3243062761
F12014,arithmetic,tournament,0.5,2127261890,[44.80808595185493; 67.31244606502788; -69.21288821104413; 40.9288172773328; 15.711470509368963; -64.11168818483172; -43.44097107981394; -3.974617092278641; 66.73212952941327; 66.9077797154608],197501.55328803597
F12014,arithmetic,tournament,0.5,4156949228,[44.5747860583582; 61.34943664304915; -70.36685759495063; 58.85740585257537; 15.054572667720894; -80.40084537508437; -38.676356172938895; -3.3880198768769807; 66.67792029399479; 55.59242382864798],244360.78869635114
F12014,arithmetic,tournament,0.5,4233084351,[46.145717300553216; 58.38692603167718; -62.57539257770143; 69.62664057934128; 11.53038369208859; -60.933212719113186; -36.08189917634735; 3.7655165031281954; 70.94112541447254; 70.88613460686153],190428.02242448495
F52014,one_point,roulette,None,212889731,[63.73146962563956; 8.357698995740975; -6.639042982455763; 89.5669416903412; 79.07879066210879; -71.97451595271892; 92.37897747380032; 98.44735674857864; 6.271041888534384; -4.000730409662893],520.1900295573686
F52014,one_point,roulette,None,2723340226,[-41.33015703941585; -4.124896604962629; 69.22527027289692; 39.85130205345226; 41.823402341058454; 17.460149980603163; -66.58244725447832; -70.03782007613884; 24.760616106007816; 38.51584380396335],520.1907657041945
F52014,one_point,roulette,None,3067162812,[0.7558524243132467; -40.03230452489734; 50.79733771736818; 17.813710685318455; 34.896499014846825; 27.85908405584334; 56.8693787183972; 73.15928515278856; -98.58265894849426; 51.42402722898851],520.2263773818563
F52014,one_point,roulette,None,2127062531,[-79.03543954626113; -66.41952178518841; 33.561168779085364; -27.517142616634345; 79.02466800345738; 42.69947665094435; 77.36507127855432; 66.62741322939047; -33.48817897828039; -22.792323571505506],520.2268643989072
F52014,one_point,roulette,None,4012419899,[-97.56175201235078; -35.00609352689905; 1.1263583355552953; -58.22346368311151; 21.46329172321542; 97.4322990361573; -25.881990058122156; 63.091751082709834; -99.91921230729608; 74.9917206586517],520.1775215585545
F52014,one_point,roulette,None,559098829,[83.83568697140055; -34.17509306999327; 52.184445494293584; -50.463678104191764; -17.81053906513546; -59.52782788385542; 1.6323766154584547; 68.67298505534367; 97.95441288951841; 23.36136192007278],520.2184448201721
F52014,one_point,roulette,None,975736458,[3.0627680205372485; -15.060358789697332; -20.73807896007736; -83.66945254861935; 66.2877990735924; -45.384939202882734; -53.05720681163597; -11.06060729962644; -96.05349992112396; -34.04498782042644],520.2459209618095
F52014,one_point,roulette,None,561469973,[48.83140364453121; -66.91612414812518; 23.61774651239648; -78.83631956608887; 69.90195361008881; 88.53600880171382; 77.02821789519737; -14.588725701758804; 1.3954051095754494; 78.55818939901559],520.1538696280165
F52014,one_point,roulette,None,2969244750,[17.45373128707503; -11.357336009997738; -15.391229308884704; 49.69748711027452; -28.752216518162356; -71.84617333265052; 80.38103857615252; -12.789641580259342; 66.83425412926073; 25.49287893621141],520.260586989716
F52014,one_point,roulette,None,1151117894,[73.15086408600331; 9.463810103595563; 63.881370712687186; -74.62988744871055; 65.84676367174836; -33.78640043985004; 51.58966396887712; -33.001000106367925; -92.07095047093912; -20.73217652404398],520.1716787366596
F52014,one_point,roulette,0.1,3501721160,[-26.323919288691528; -58.91434321946329; 14.950615202975698; -25.128255561486725; 29.810059170468378; 29.193000251990668; 27.776383478903227; -80.62666160545693; -52.39433105950309; -32.14805707796822],519.218819851822
